book,book_num,chapter,chapter_num,character,full_text,character_words,mention_appa,director,imdb_rating
Earth,2,The Chase,8,Toph,So now you're following him.,So now you're following him.,FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Iroh,"I know he doesn't want me around him right now, but if he needs me, I'll be there.","I know he doesn't want me around him right now, but if he needs me, I'll be there.",FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Toph,"Your nephew is very lucky, even if he doesn't know it. [Gets up to leave.] Thank you.","Your nephew is very lucky, even if he doesn't know it.  Thank you.",FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Iroh,My pleasure. Sharing tea with a fascinating stranger is one of life's true delights.,My pleasure. Sharing tea with a fascinating stranger is one of life's true delights.,FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Toph,"[Happily.] No, thank you for what you said. It helped me.","No, thank you for what you said. It helped me.",FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Iroh,I'm glad.,I'm glad.,FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Toph,"[Rises to leave, but turns around briefly.] Oh, and about your nephew, maybe you should tell him that you need him, too.","Oh, and about your nephew, maybe you should tell him that you need him, too.",FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Azula,Do you really want to fight me?,Do you really want to fight me?,FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Zuko,"Yes, I really do.","Yes, I really do.",FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Aang,[Alarmed.] Zuko!,Zuko!,FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Azula,"[Calmly.] I was wondering when you'd show up, Zuzu.","I was wondering when you'd show up, Zuzu.",FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Aang,"[Covers mouth to suppress laughter.] ""Zuzu""?","""Zuzu""?",FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Zuko,"[Determined.] Back off, Azula! He's mine!","Back off, Azula! He's mine!",FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Azula,[Assumes a fighting stance.] I'm not going anywhere.,I'm not going anywhere.,FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Aang,[Thrilled.] Katara!,Katara!,FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Zuko,[Slightly dazed.] Uncle ...,Uncle ...,FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Iroh,Get up!,Get up!,FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Toph,I thought you guys could use a little help.,I thought you guys could use a little help.,FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Katara,[Happily.] Thanks.,Thanks.,FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Azula,"[Coolly, backing up as her enemies surround her.] Well, look at this. Enemies and traitors, all working together. I'm done. [Raises her hands in surrender.] I know when I'm beaten. You got me. A princess surrenders with honor.","Well, look at this. Enemies and traitors, all working together. I'm done.  I know when I'm beaten. You got me. A princess surrenders with honor.",FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Zuko,[Horrified.] Aaaah!,Aaaah!,FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Zuko,[Angrily.] Ugggh! [Looks at Team Avatar.] Get away from us!,Ugggh!  Get away from us!,FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Katara,"Zuko, I can help.","Zuko, I can help.",FALSE,Giancarlo Volpe,9
Earth,2,The Chase,8,Zuko,[Blasts an arc of fire.] Leave!,Leave!,FALSE,Giancarlo Volpe,9
Earth,2,Bitter Work,9,Aang,"Today's the day! [Lands near a sleeping Sokka.] Can you believe it? After all that time searching for a teacher, I'm finally starting earthbending! [Momo chitters and lands on Sokka.] And this place, [Momo moves on to Appa's head.] it's perfect, don't you think? Sokka? [Sokka grumbles and glares at Aang with tired eyes.] Oh, you're still sleeping, huh? [Sokka again grumbles and puts his head back down. Aang whispers.] Sorry.","Today's the day!  Can you believe it? After all that time searching for a teacher, I'm finally starting earthbending!  And this place,  it's perfect, don't you think? Sokka?  Oh, you're still sleeping, huh?  Sorry.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Toph,"Goooood morning, [She puts both her hands on her hips.] earthbending student!","Goooood morning,  earthbending student!",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,"Good morning, Sifu Toph.","Good morning, Sifu Toph.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Katara,"[Aang bows slightly to Toph; disappointed and tiredly.] Hey, you never called me Sifu Katara.","Hey, you never called me Sifu Katara.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,"[Scratches the back of his head.] Well, if you think I should ...","Well, if you think I should ...",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Toph,"Sorry, Snoozles, we'll do our earthbending as [Whispers slightly, though with amusement in her voice.] quietly as we can.","Sorry, Snoozles, we'll do our earthbending as  quietly as we can.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,"[Excitedly.] So what move are you going to teach me first? [Stretches out his right arm, his fist clenched, and brings it down like a hammer.] Rock-a-lanche? [He brings his left clenched fist to his right elbow, while his right arm is bent upward, the fist also clenched. He trembles with the motion.] The Trembler? Oh, maybe I could learn to make a [Stretches both arms over his head and starts to spin around.] whirlpool out of land!","So what move are you going to teach me first?  Rock-a-lanche?  The Trembler? Oh, maybe I could learn to make a  whirlpool out of land!",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Toph,[Puts a hand on Aang's chest.] Let's start with ... [Makes the gesture.] move a rock.,Let's start with ...  move a rock.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,"[Claps excitedly.] Sounds good, sounds good!","Sounds good, sounds good!",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Toph,"The key to earthbending is your stance. You've got to be steady and strong. Rock is a stubborn element. If you're going to move it, you've got to be like a rock yourself.","The key to earthbending is your stance. You've got to be steady and strong. Rock is a stubborn element. If you're going to move it, you've got to be like a rock yourself.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,Like a rock. Got it.,Like a rock. Got it.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Toph,"Good. Now the actual motion of this one is pretty simple. [Slams the rock against the canyon wall.] Okay, you ready to give it a try?","Good. Now the actual motion of this one is pretty simple.  Okay, you ready to give it a try?",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,"I'm ready. [Tries to move it, but instead he is forced backward into Appa.]",I'm ready.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Sokka,[Amused.] Rock beats airbender!,Rock beats airbender!,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Lu Ten,"I got you, Dad! [Playfully jumps on top of Iroh.]","I got you, Dad!",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Iroh,"My beloved Lu Ten, I will see you again.","My beloved Lu Ten, I will see you again.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Zuko,Uncle ... you were unconscious. Azula did this to you. It was a surprise attack.,Uncle ... you were unconscious. Azula did this to you. It was a surprise attack.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Iroh,"Somehow, that's not so surprising. [Groans.]","Somehow, that's not so surprising.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Zuko,"[Hands Iroh some tea.] I hope I made it the way you like it. [Iroh takes a sip from the cup and his eyes widen. He lets out a cry of disgust, but manages to mask it.]",I hope I made it the way you like it.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Iroh,"[Grimaces.] Good. That was very ... uhhh ... bracing. [He is handed another cup, which he throws out secretly behind his shoulder.]",Good. That was very ... uhhh ... bracing.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Zuko,"So Uncle, I've been thinking. It's only a matter of time before I run into Azula again. I'm going to need to know more advanced firebending if I want to stand a chance against her. I know what you're going to say: she's my sister and I should be trying to get along with her.","So Uncle, I've been thinking. It's only a matter of time before I run into Azula again. I'm going to need to know more advanced firebending if I want to stand a chance against her. I know what you're going to say: she's my sister and I should be trying to get along with her.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Iroh,"[With the exact opposite of Zuko's thoughts.] No, she's crazy, and she needs to go down. [Zuko nods. Iroh grunts as he stands up.] It's time to resume your training.","No, she's crazy, and she needs to go down.  It's time to resume your training.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Katara,I don't understand what went wrong. He did it exactly the way you did.,I don't understand what went wrong. He did it exactly the way you did.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,Maybe there's another way ... what if I came at the boulder from another angle?,Maybe there's another way ... what if I came at the boulder from another angle?,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Toph,"No. That's the problem. You've got to stop thinking like an airbender. There's no different angle, no clever solution, no trickety-trick that's going to move that rock. You've got to face it head on. And when I say head on, I mean like this ... [Jumps up and destroys the rock with her head.]","No. That's the problem. You've got to stop thinking like an airbender. There's no different angle, no clever solution, no trickety-trick that's going to move that rock. You've got to face it head on. And when I say head on, I mean like this ...",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,Whoa!,Whoa!,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Katara,"[Trying to help Toph teach.] I've been training Aang for a while now. He really responds well to a positive teaching experience. Lots of encouragement and praise. Kind words. If he's doing something wrong, maybe a gentle nudge in the right direction.","I've been training Aang for a while now. He really responds well to a positive teaching experience. Lots of encouragement and praise. Kind words. If he's doing something wrong, maybe a gentle nudge in the right direction.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Toph,"Thanks, Katara. A gentle nudge. I'll try that. [Moments later; yelling at the top of her lungs.] Keep your knees high, Twinkle Toes!","Thanks, Katara. A gentle nudge. I'll try that.  Keep your knees high, Twinkle Toes!",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Toph,Rock-like!,Rock-like!,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Toph,Rock-like!,Rock-like!,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Sokka,"You're awfully cute, but unfortunately you're made of meat. Just a bit closer ... [Jumps but falls into a crack that is in the ground. He looks at the cub.] Gotcha! [Sinks further in.] You are one lucky little meat creature.","You're awfully cute, but unfortunately you're made of meat. Just a bit closer ...  Gotcha!  You are one lucky little meat creature.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Iroh,"Lightning is a pure form of firebending, without aggression. It is not fueled by rage or emotion the way other firebending is. Some call lightning the cold-blooded fire. It is precise and deadly, like Azula. To perform the technique requires peace of mind.","Lightning is a pure form of firebending, without aggression. It is not fueled by rage or emotion the way other firebending is. Some call lightning the cold-blooded fire. It is precise and deadly, like Azula. To perform the technique requires peace of mind.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Zuko,"I see. That's why we're drinking tea, to calm the mind.","I see. That's why we're drinking tea, to calm the mind.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Iroh,"Oh yeah, good point! I mean, yes. [Outside.] There is energy all around us. The energy is both yin and yang. Positive energy and negative energy. Only a select few firebenders can separate these energies. This creates an imbalance. The energy wants to restore balance, and in a moment the positive and negative energy come crashing back together, you provide release and guidance, creating lightning. [Steps up, and generates lightning, and shoots it away from the two.]","Oh yeah, good point! I mean, yes.  There is energy all around us. The energy is both yin and yang. Positive energy and negative energy. Only a select few firebenders can separate these energies. This creates an imbalance. The energy wants to restore balance, and in a moment the positive and negative energy come crashing back together, you provide release and guidance, creating lightning.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Zuko,I'm ready to try it!,I'm ready to try it!,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Iroh,"Remember, once you separate the energy, you do not command it. You are simply its humble guide. Breathe first.","Remember, once you separate the energy, you do not command it. You are simply its humble guide. Breathe first.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Toph,"This time we're going to try something a little different. Instead of moving a rock, you're going to stop a rock. Get in your horse stance! I'm going to roll that boulder down at you. If you have the attitude of an earthbender, you'll stay in your stance and stop the rock. Like this! [Stretches out, still in stance.]","This time we're going to try something a little different. Instead of moving a rock, you're going to stop a rock. Get in your horse stance! I'm going to roll that boulder down at you. If you have the attitude of an earthbender, you'll stay in your stance and stop the rock. Like this!",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Katara,"Sorry Toph, but are you really sure this is the way to teach Aang earthbending?","Sorry Toph, but are you really sure this is the way to teach Aang earthbending?",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Toph,"I'm glad you said something. Actually there is a better way. [Blindfolds Aang.] This way, you'll actually have to sense the vibrations of the boulder to stop it. Thank you, Katara.","I'm glad you said something. Actually there is a better way.  This way, you'll actually have to sense the vibrations of the boulder to stop it. Thank you, Katara.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,"[Sarcastically.] Yeah, thanks, Katara!","Yeah, thanks, Katara!",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Katara,[Nervously.] Heh.,Heh.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,I guess I just panicked. I don't know what to say.,I guess I just panicked. I don't know what to say.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Toph,"There's nothing to say, you blew it! You had a perfect stance, and a perfect form. But when it came right down to it, you didn't have the guts!","There's nothing to say, you blew it! You had a perfect stance, and a perfect form. But when it came right down to it, you didn't have the guts!",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,[Disappointed.] I know. I'm sorry.,I know. I'm sorry.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Toph,"Yeah, you are sorry! If you're not tough enough to stop the rock, then you can at least give it the pleasure of smashing you instead of jumping out of the way like a jelly-boned wimp! Now, do you have what it takes to face that rock like an earthbender?","Yeah, you are sorry! If you're not tough enough to stop the rock, then you can at least give it the pleasure of smashing you instead of jumping out of the way like a jelly-boned wimp! Now, do you have what it takes to face that rock like an earthbender?",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,"No, I don't think I do.","No, I don't think I do.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Katara,"Aang, it's no big deal. You'll take a break and try earthbending again when you're ready. Besides, you still have a lot of waterbending to work on. Okay?","Aang, it's no big deal. You'll take a break and try earthbending again when you're ready. Besides, you still have a lot of waterbending to work on. Okay?",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,"Yeah, that sounds good.","Yeah, that sounds good.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Toph,"Yeah, whatever, go splash around until you feel better.","Yeah, whatever, go splash around until you feel better.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Zuko,Why can't I do it? Instead of lightning it keeps exploding in my face ... like everything always does.,Why can't I do it? Instead of lightning it keeps exploding in my face ... like everything always does.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Iroh,I was afraid this might happen. You will not be able to master lightning until you have dealt with the turmoil inside you.,I was afraid this might happen. You will not be able to master lightning until you have dealt with the turmoil inside you.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Zuko,What turmoil?,What turmoil?,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Iroh,"Zuko, you must let go of your feelings of shame if you want your anger to go away.","Zuko, you must let go of your feelings of shame if you want your anger to go away.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Zuko,But I don't feel any shame at all. I'm as proud as ever.,But I don't feel any shame at all. I'm as proud as ever.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Iroh,"Prince Zuko, pride is not the opposite of shame, but its source. True humility is the only antidote to shame.","Prince Zuko, pride is not the opposite of shame, but its source. True humility is the only antidote to shame.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Zuko,"Well, my life has been nothing but humbling lately.","Well, my life has been nothing but humbling lately.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Iroh,"I have another idea. I will teach you a firebending move that even Azula doesn't know, because I made it up myself. [Zuko smiles.]","I have another idea. I will teach you a firebending move that even Azula doesn't know, because I made it up myself.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Sokka,"You probably think I deserve this, don't you? Look, I'm sorry I hunted you, but that's just the natural order of things. Big things eat smaller things, nothing personal. But this time it didn't work out that way. I admit it ... you're cute. Okay, you convinced me, if I get out of this alive, it's a karmically correct, vegetarian existence for me. No meat. Even though meat is so tasty. [The cub brings an apple.] Hey, looks like my karma is already paying off! That's okay, I got it. [Tosses his boomerang at it in a desperate attempt.] Now, come back boomerang.","You probably think I deserve this, don't you? Look, I'm sorry I hunted you, but that's just the natural order of things. Big things eat smaller things, nothing personal. But this time it didn't work out that way. I admit it ... you're cute. Okay, you convinced me, if I get out of this alive, it's a karmically correct, vegetarian existence for me. No meat. Even though meat is so tasty.  Hey, looks like my karma is already paying off! That's okay, I got it.  Now, come back boomerang.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Katara,"You know this block you're having is only temporary, right?","You know this block you're having is only temporary, right?",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,I don't want to talk about it.,I don't want to talk about it.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Katara,"You do realize that's the problem, don't you? If you face this issue instead of avoiding it–","You do realize that's the problem, don't you? If you face this issue instead of avoiding it–",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,"[Frustrated at himself.] I know, I know, I know, I know! I get it, all right? I need to face it head on like a rock, but I just can't do it. I don't know why I can't, but I can't.","I know, I know, I know, I know! I get it, all right? I need to face it head on like a rock, but I just can't do it. I don't know why I can't, but I can't.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Katara,"Aang, if fire and water are opposites, then what's the opposite of air?","Aang, if fire and water are opposites, then what's the opposite of air?",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,I guess it's earth.,I guess it's earth.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Katara,"That's why it's so difficult for you to get this. You're working with your natural opposite. But you'll figure it out. I know you will. Think fast! [Throws a piece of grass at him, but Aang stops it with waterbending.] Excellent. You have the reflexes of a waterbending master.",That's why it's so difficult for you to get this. You're working with your natural opposite. But you'll figure it out. I know you will. Think fast!  Excellent. You have the reflexes of a waterbending master.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,"Thanks, Katara. Sifu Katara. [Bows.]","Thanks, Katara. Sifu Katara.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Iroh,"Fire is the element of power. [Draws the firebending insignia in the dirt.] The people of the Fire Nation have desire and will, and the energy to drive and achieve what they want. Earth is the element of substance. [Draws the earthbending insignia.] The people of the Earth Kingdom are diverse and strong. They are persistent and enduring. Air is the element of freedom. [Draws the airbending insignia.] The Air Nomads detached themselves from worldly concerns and found peace and freedom. Also, they apparently had pretty good senses of humor! Water is the element of change. [Draws the waterbending insignia.] The people of the Water Tribe are capable of adapting to many things. They have a deep sense of community and love that holds them together through anything.","Fire is the element of power.  The people of the Fire Nation have desire and will, and the energy to drive and achieve what they want. Earth is the element of substance.  The people of the Earth Kingdom are diverse and strong. They are persistent and enduring. Air is the element of freedom.  The Air Nomads detached themselves from worldly concerns and found peace and freedom. Also, they apparently had pretty good senses of humor! Water is the element of change.  The people of the Water Tribe are capable of adapting to many things. They have a deep sense of community and love that holds them together through anything.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Zuko,Why are you telling me these things?,Why are you telling me these things?,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Iroh,"It is important to draw wisdom from many different places. If you take it from only one place, it becomes rigid and stale. [Divides the four insignias into separate sections.] Understanding others, the other elements, and the other nations will help you become whole. [Draws a circle around the insignias.]","It is important to draw wisdom from many different places. If you take it from only one place, it becomes rigid and stale.  Understanding others, the other elements, and the other nations will help you become whole.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Zuko,All this four elements talk is sounding like Avatar stuff.,All this four elements talk is sounding like Avatar stuff.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Iroh,"It is the combination of the four elements in one person that makes the Avatar so powerful. But it can make you more powerful, too. You see the technique I'm about to teach you is one I learned by studying the waterbenders.","It is the combination of the four elements in one person that makes the Avatar so powerful. But it can make you more powerful, too. You see the technique I'm about to teach you is one I learned by studying the waterbenders.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Toph,"Aang, I found these nuts in your bag. I figured you wouldn't mind. And besides, even if you did, you're too much of a pushover to do anything about it.","Aang, I found these nuts in your bag. I figured you wouldn't mind. And besides, even if you did, you're too much of a pushover to do anything about it.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,"As a matter of fact, I don't mind. I'm happy to share anything I have.","As a matter of fact, I don't mind. I'm happy to share anything I have.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Toph,"You know, I'm really glad you feel that way. Because I also have this great new nutcracker.","You know, I'm really glad you feel that way. Because I also have this great new nutcracker.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,"Actually, I prefer if you didn't ... [Crack.] That's an antique, handcrafted by the monks ... [Crack.] It's a delicate instrument!","Actually, I prefer if you didn't ...  That's an antique, handcrafted by the monks ...  It's a delicate instrument!",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Toph,"It's not the only delicate instrument around here. [Walks away, hitting the staff off rocks.]",It's not the only delicate instrument around here.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,[Resumes meditating.] Ohm.,Ohm.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Katara,"Hey Aang, have you seen–","Hey Aang, have you seen–",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,[Frustrated.] Meditating here!,Meditating here!,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Katara,It's important. It's almost sundown and Sokka isn't back yet. I think we should search for him.,It's important. It's almost sundown and Sokka isn't back yet. I think we should search for him.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,We'll find him faster if we split up. [The two begin to search.],We'll find him faster if we split up.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Sokka,"Okay, karma person or thing, whoever's in charge of this stuff. If I can just get out of this situation alive, I will give up meat and sarcasm. Okay? [Sokka's warrior's wolf tail gets yanked out of his hair by the cub.] Ow! That's all I got. It's pretty much my whole identity. Sokka, the meat and sarcasm guy. But I'm willing to be Sokka, the veggies and straight talk fellow. Deal? [Aang shows up.] Aang! Thank goodness! Have you got any meat?","Okay, karma person or thing, whoever's in charge of this stuff. If I can just get out of this situation alive, I will give up meat and sarcasm. Okay?  Ow! That's all I got. It's pretty much my whole identity. Sokka, the meat and sarcasm guy. But I'm willing to be Sokka, the veggies and straight talk fellow. Deal?  Aang! Thank goodness! Have you got any meat?",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,Sokka! Are you okay? [Tries to pull him out.],Sokka! Are you okay?,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Sokka,"Aggh, stop, stop! You're going to pull my fingers off and I don't think the rest of me is coming!","Aggh, stop, stop! You're going to pull my fingers off and I don't think the rest of me is coming!",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,Hmmm ... I bet I can airbend you out of here. [Blows up a gust of wind but Sokka remains trapped.],Hmmm ... I bet I can airbend you out of here.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Sokka,"Seriously Aang, I know you're new at it, but I could use a little earthbending here. How about it?","Seriously Aang, I know you're new at it, but I could use a little earthbending here. How about it?",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,I can't ... I can't do it.,I can't ... I can't do it.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Sokka,"Well, if you can't earthbend me out of here, go get Toph.","Well, if you can't earthbend me out of here, go get Toph.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,I can't do that either.,I can't do that either.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Sokka,You can't? Why not?,You can't? Why not?,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,It would just be really ... uncomfortable.,It would just be really ... uncomfortable.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Sokka,"Uncomfortable? [Sarcastically.] Well, I wouldn't want you to feel uncomfortable ...","Uncomfortable?  Well, I wouldn't want you to feel uncomfortable ...",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,"Thanks, Sokka. This whole earthbending thing really has me confused. There's so much pressure. Everyone expects me to get it right away. It puts me in a really awkward position.","Thanks, Sokka. This whole earthbending thing really has me confused. There's so much pressure. Everyone expects me to get it right away. It puts me in a really awkward position.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Sokka,"Awkward position, I think I know the feeling.","Awkward position, I think I know the feeling.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,"If I try, I fail. If I don't try, I'm never going to get it. I feel like I'm caught between a rock and a hard place.","If I try, I fail. If I don't try, I'm never going to get it. I feel like I'm caught between a rock and a hard place.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Sokka,"Hmmm ... how about that. Aang, this is my friend, Foo Foo Cuddlypoops. Foo Foo Cuddlypoops, Aang.","Hmmm ... how about that. Aang, this is my friend, Foo Foo Cuddlypoops. Foo Foo Cuddlypoops, Aang.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,"Awww, what a cute name for a baby saber-tooth moose-lion cub.","Awww, what a cute name for a baby saber-tooth moose-lion cub.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Sokka,Really? He looks nothing like a saber-tooth moose-lion.,Really? He looks nothing like a saber-tooth moose-lion.,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Aang,It's hard to tell before their giant teeth and horns grow in. What are you doing out here little guy? Did you lose your mama?,It's hard to tell before their giant teeth and horns grow in. What are you doing out here little guy? Did you lose your mama?,FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Iroh,"Waterbenders deal with the flow of energy. A waterbender lets their defense become their offense, turning their opponents' energy against them. I learned a way to do this with lightning.","Waterbenders deal with the flow of energy. A waterbender lets their defense become their offense, turning their opponents' energy against them. I learned a way to do this with lightning.",FALSE,Ethan Spaulding,8.6
Earth,2,Bitter Work,9,Zuko,You can teach me to redirect lightning?,You can teach me to redirect lightning?,FALSE,Ethan Spaulding,8.6
